system,Nc,source,k,max_cart_over_box,min_cart_over_box,worst_abs_cart_over_box,limit,penalty_can_activate,margin
pendcart,1,deterministic,39,2.8620520488934207,0.35131948297750193,2.8620520488934207,10.0,False,7.137947951106579
pendcart,1,deterministic,40,2.8713012022853883,0.36138414762173643,2.8713012022853883,10.0,False,7.128698797714612
pendcart,1,deterministic,41,2.880631128846418,0.37137965659836397,2.880631128846418,10.0,False,7.119368871153582
pendcart,1,deterministic,42,2.8896192378387666,0.38120850211590634,2.8896192378387666,10.0,False,7.110380762161233
pendcart,1,deterministic,43,2.897897423630871,0.39076124315013955,2.897897423630871,10.0,False,7.102102576369129
pendcart,1,deterministic,44,2.90516333830331,0.39992473239955906,2.90516333830331,10.0,False,7.094836661696689
pendcart,1,deterministic,45,2.911187346161377,0.4085894862036481,2.911187346161377,10.0,False,7.088812653838623
pendcart,1,deterministic,46,2.9158153704824517,0.4166559683397637,2.9158153704824517,10.0,False,7.084184629517548
pendcart,1,deterministic,47,2.9189679989883417,0.424039634356527,2.9189679989883417,10.0,False,7.081032001011659
pendcart,1,deterministic,48,2.9206363308908165,0.4306746562914845,2.9206363308908165,10.0,False,7.079363669109183
pendcart,1,deterministic,49,2.9208751242686137,0.4365163147681446,2.9208751242686137,10.0,False,7.079124875731386
pendcart,1,deterministic,50,2.9197938514409807,0.44154210546505523,2.9197938514409807,10.0,False,7.08020614855902
pendcart,1,deterministic,51,2.91754628742143,0.4457516577575682,2.91754628742143,10.0,False,7.08245371257857
pendcart,1,deterministic,52,2.9143192516564334,0.4491656043711779,2.9143192516564334,10.0,False,7.085680748343567
pendcart,1,deterministic,53,2.910321093388151,0.4518235714974959,2.910321093388151,10.0,False,7.089678906611849
pendcart,1,deterministic,54,2.905770460922988,0.4537814789099058,2.905770460922988,10.0,False,7.094229539077012
pendcart,1,deterministic,55,2.9008858245503193,0.4551083491380945,2.9008858245503193,10.0,False,7.099114175449681
pendcart,1,deterministic,56,2.895876139655583,0.45588282459189966,2.895876139655583,10.0,False,7.1041238603444175
pendcart,1,deterministic,57,2.8909329417154805,0.45618958233461093,2.8909329417154805,10.0,False,7.10906705828452
pendcart,1,deterministic,58,2.886224066503467,0.4561158194503462,2.886224066503467,10.0,False,7.113775933496533
pendcart,1,deterministic,59,2.881889095382152,0.45574795954207903,2.881889095382152,10.0,False,7.118110904617848
pendcart,1,deterministic,60,2.8780365327853525,0.455168703787871,2.8780365327853525,10.0,False,7.1219634672146475
pendcart,1,deterministic,61,2.8747426474678295,0.45445452089372657,2.8747426474678295,10.0,False,7.12525735253217
pendcart,1,deterministic,62,2.872051841245125,0.45367364001966304,2.872051841245125,10.0,False,7.127948158754875
pendcart,1,deterministic,63,2.869978358532309,0.4528845813384183,2.869978358532309,10.0,False,7.130021641467691
pendcart,1,deterministic,64,2.868509111307344,0.4521352311304923,2.868509111307344,10.0,False,7.131490888692656
