system,stratum,alg,start,n,instances,start_gap_median,final_gap_median,final_gap_iqr,conv_rate,trivial_start_rate,incumbent_return_rate,improvement_median,first_ctrl_err_median,time_ms_median,fe_exact
pendcart,High,SGO,optimizer_warm,180,9,0.05073810478273305,4.7333858591837544e-07,3.801382225904545e-06,1.0,0.0,0.0,0.9999908306299481,0.0023128713113279575,41.554067996912636,True
pendcart,High,SGO,reference_warm,180,9,0.050778142344010506,6.101976768835047e-07,3.6003732050413737e-06,1.0,0.0,0.0,0.9999872474575813,0.0025812703808324455,41.58351698424667,True
pendcart,High,WOA,cold,180,9,1.0,1.6741438745000515e-12,9.22309008089171e-12,1.0,0.0,0.0,0.999999999996222,4.191906475159435e-06,33.58426901104394,True
pendcart,High,WOA,optimizer_warm,180,9,0.05077875354162929,2.8510049041592663e-12,1.77760303869328e-11,1.0,0.0,0.0,0.9999999999474396,5.3615763333514366e-06,33.44966599252075,True
pendcart,High,WOA,reference_warm,180,9,0.050778142344010506,2.2641749586327364e-12,1.339212027325459e-11,1.0,0.0,0.0,0.999999999957568,5.017768565707126e-06,33.41884899418801,True
pendcart,Moderate,GWO,cold,240,12,0.013301100260558158,3.4067374529017647e-10,5.60955441808713e-09,1.0,0.08333333333333333,0.0,0.9999999729864026,5.179583070807903e-05,35.14002400333993,True
pendcart,Moderate,GWO,optimizer_warm,240,12,0.0004893720674307763,6.183717815415064e-10,8.462109045328636e-09,1.0,0.08333333333333333,0.0,0.9999994409321336,6.977193965795186e-05,35.050068006967194,True
pendcart,Moderate,GWO,reference_warm,240,12,0.0004907541828312813,5.47305461476473e-10,6.339955751686298e-09,1.0,0.08333333333333333,0.0,0.9999996304834358,6.563534181273228e-05,34.98432200285606,True
pendcart,Moderate,PSO,cold,240,12,0.013301100260558158,9.365071065858821e-09,3.917338300930221e-08,1.0,0.08333333333333333,0.0,0.9999997991484275,0.0002715847420011186,25.29786399099976,True
pendcart,Moderate,PSO,optimizer_warm,240,12,0.0004961727385927382,1.3482395804821634e-08,4.3422710196841866e-08,1.0,0.08333333333333333,0.0,0.9999877471514707,0.0003258554401071867,25.292023507063277,True
pendcart,Moderate,PSO,reference_warm,240,12,0.0004907541828312813,7.893519718936426e-09,3.578209894941446e-08,1.0,0.08333333333333333,0.0,0.999993794367951,0.0002493353858146474,25.303399001131766,True
