check,system,alg,trial,submitted,phase2,abs_diff,rel_diff,material,step,nfe_submitted,nfe_phase2
closed_loop_nrmse,flight,PSO,6.0,0.0149331932514643,0.014933193251464371,7.112366251504909e-17,4.76278993497087e-15,False,,,
closed_loop_nrmse,flight,PSO,7.0,0.0149511680140359,0.014951168014035966,6.591949208711867e-17,4.4089861089939316e-15,False,,,
closed_loop_nrmse,flight,PSO,8.0,0.0150220148165863,0.015022014816586387,8.673617379884035e-17,5.773937441672078e-15,False,,,
closed_loop_nrmse,flight,PSO,9.0,0.0149811773342541,0.014981177334254164,6.418476861114186e-17,4.284360780136081e-15,False,,,
closed_loop_nrmse,flight,WOA,0.0,0.0155606696373256,0.015560669637325669,6.938893903907228e-17,4.459251475439595e-15,False,,,
closed_loop_nrmse,flight,WOA,1.0,0.015264294922088,0.01526429492208807,7.112366251504909e-17,4.6594790573739845e-15,False,,,
closed_loop_nrmse,flight,WOA,2.0,0.0150044314981805,0.015004431498180548,4.683753385137379e-17,3.1215800383409065e-15,False,,,
closed_loop_nrmse,flight,WOA,3.0,0.0156803324043245,0.015680332404324523,2.42861286636753e-17,1.5488274124199942e-15,False,,,
closed_loop_nrmse,flight,WOA,4.0,0.0154892278425925,0.015489227842592598,9.71445146547012e-17,6.271746767619482e-15,False,,,
closed_loop_nrmse,flight,WOA,5.0,0.0156848722594008,0.01568487225940083,3.122502256758253e-17,1.990773150789779e-15,False,,,
closed_loop_nrmse,flight,WOA,6.0,0.0158190791255489,0.015819079125548936,3.469446951953614e-17,2.193204120428362e-15,False,,,
closed_loop_nrmse,flight,WOA,7.0,0.0153714630251492,0.015371463025149239,3.8163916471489756e-17,2.482777105149321e-15,False,,,
closed_loop_nrmse,flight,WOA,8.0,0.0153563005423725,0.015356300542372546,4.683753385137379e-17,3.050053215755671e-15,False,,,
closed_loop_nrmse,flight,WOA,9.0,0.0155041288886777,0.015504128888677783,8.326672684688674e-17,5.370616269043949e-15,False,,,
