case,seed,grouping,mode,environment,change_frequency,post_change_error,end_of_environment_error,mean_error,error_reduction,error_reduction_fraction,error_at_0,error_at_5,error_at_10,error_at_25,error_at_50,error_at_75,late_half_reduction,late_half_fraction,recovery_evals_50,recovery_success_50,recovery_frac_50,recovery_evals_90,recovery_success_90,recovery_frac_90
F1,5,fitness,population_persistence,83,5000,140.86678237406937,8.628678374959321,9.21835806756815,132.23810399911005,0.938745826166129,140.86678237406937,10.987567081996666,10.797104215370105,9.596225484082893,8.628678374959321,8.628678374959321,0.0,0.0,2,True,0.0004,3,True,0.0006
F1,5,fitness,population_persistence,84,5000,169.8368657695434,9.795813398228162,9.830245212784474,160.04105237131523,0.9423222198911725,169.8368657695434,9.795813398228162,9.795813398228162,9.795813398228162,9.795813398228162,9.795813398228162,0.0,0.0,2,True,0.0004,2,True,0.0004
F1,5,fitness,population_persistence,85,5000,84.95038269973003,12.77726600384942,12.818506041075786,72.17311669588061,0.8495914250438095,84.95038269973003,12.77726600384942,12.77726600384942,12.77726600384942,12.77726600384942,12.77726600384942,0.0,0.0,3,True,0.0006,4,True,0.0008
F1,5,fitness,population_persistence,86,5000,48.50172693829209,11.977614162584779,12.009141330403386,36.52411277570731,0.7530476764709081,48.50172693829209,11.977614162584779,11.977614162584779,11.977614162584779,11.977614162584779,11.977614162584779,0.0,0.0,2,True,0.0004,14,True,0.0028
F1,5,fitness,population_persistence,87,5000,51.83047460365846,10.492186540939741,10.538605582130652,41.33828806271872,0.7975672300674023,51.83047460365846,10.492186540939741,10.492186540939741,10.492186540939741,10.492186540939741,10.492186540939741,0.0,0.0,4,True,0.0008,14,True,0.0028
F1,5,fitness,population_persistence,88,5000,27.884568507269165,11.895993528047597,12.324401908928055,15.988574979221568,0.5733843424922835,27.884568507269165,13.178123037870385,13.178123037870385,13.178123037870385,11.895993528047597,11.895993528047597,0.0,0.0,4,True,0.0008,123,True,0.0246
F1,5,fitness,population_persistence,89,5000,15.388961600935744,8.847873328593735,11.222667393516188,6.541088272342009,0.4250506591649608,15.388961600935744,11.277008109635943,11.277008109635943,11.277008109635943,11.277008109635943,11.277008109635943,2.429134781042208,0.3713655403969142,5,True,0.001,4887,True,0.9774
F1,5,fitness,population_persistence,90,5000,12.28158409562802,11.073295916480433,11.07438482192166,1.208288179147587,0.09838211176502155,12.28158409562802,11.073295916480433,11.073295916480433,11.073295916480433,11.073295916480433,11.073295916480433,0.0,0.0,5,True,0.001,7,True,0.0014
F1,5,fitness,population_persistence,91,5000,32.500578168291796,10.41776788938104,10.433599712037099,22.082810278910756,0.6794589980696153,32.500578168291796,10.41776788938104,10.41776788938104,10.41776788938104,10.41776788938104,10.41776788938104,0.0,0.0,5,True,0.001,5,True,0.001
F1,5,fitness,population_persistence,92,5000,55.080911056481604,25.23623697849043,25.33067660676211,29.844674077991172,0.5418333412711267,55.080911056481604,25.446231958467642,25.446231958467642,25.23623697849043,25.23623697849043,25.23623697849043,0.0,0.0,19,True,0.0038,19,True,0.0038
F1,5,fitness,population_persistence,93,5000,49.22273592839453,30.423155930315836,31.800951997640542,18.79957999807869,0.3819287904968729,49.22273592839453,34.349439281588104,34.349439281588104,34.349439281588104,30.423155930315836,30.423155930315836,0.0,0.0,19,True,0.0038,1507,True,0.3014
F1,5,fitness,population_persistence,94,5000,54.242749756117504,19.595806969660565,19.642949117513567,34.64694278645694,0.6387386875155504,54.242749756117504,19.595806969660565,19.595806969660565,19.595806969660565,19.595806969660565,19.595806969660565,0.0,0.0,3,True,0.0006,19,True,0.0038
F1,5,fitness,population_persistence,95,5000,112.34854835739954,16.187403183545186,16.248072570316335,96.16114517385435,0.8559180032121969,112.34854835739954,16.187403183545186,16.187403183545186,16.187403183545186,16.187403183545186,16.187403183545186,0.0,0.0,3,True,0.0006,3,True,0.0006
F1,5,fitness,population_persistence,96,5000,55.10460274488942,26.43264606434198,26.49477331035601,28.67195668054744,0.5203187257022113,55.10460274488942,26.43264606434198,26.43264606434198,26.43264606434198,26.43264606434198,26.43264606434198,0.0,0.0,14,True,0.0028,18,True,0.0036
F1,5,fitness,population_persistence,97,5000,39.4273437894472,21.94968306941489,21.999841104994488,17.47766072003231,0.44328780587827066,39.4273437894472,21.94968306941489,21.94968306941489,21.94968306941489,21.94968306941489,21.94968306941489,0.0,0.0,19,True,0.0038,19,True,0.0038
